,SentimentLabel,review
2987,0,would not recommend buy amazon item purchase aug oct already quit working would not recommend buy amazon white verify purchase
2988,2,love although wish max volume love although wish max volume bit louder also know need different remote use alexa fire tv live learn guess satisfied thx black verified purchase
2989,2,love dot love love useful piece technology really enjoy use white verify purchase
2990,2,great absolutely love black verify purchase
2991,2,five star alexa wonderful black verified purchase
2992,2,five star enjoy thought would black verified purchase
2993,2,five star amazing fun black verify purchase
2994,2,peek future amazing device black verify purchase
2995,2,love echo dot love black verify purchase
2996,2,alexa understand well siri loyal apple customer alexa understand well siri loyal apple customer easy admit say lot little device echo dot small size expect sensitive respond accurately request kid love use well actually buy several kid book audible alexa read 5year old night also enjoy ask joke play music white verify purchase
2997,0,dot work although love echo work fine echo dot stop play third party app pandora news flash phone deal technical support numerous time hour finally tell know nationwide issue certain dot still work two week offer replace defective device receive father day gift first bad experience amazon would think twice purchasing dot would look google device point purchase new black verified purchase
2998,2,five star really great love black verify purchase
2999,2,four star fun complicated black verified purchase
3000,0,love speaker terrible love speaker terrible awful pair bluetooth speaker could pair phone speakersi also love buy prime music membership able play music prime music use include membershipi understand portable would love able move one room use morning alarm stay plug living room use allit definitely enough worth 50 price tag particularly stationary poor sound quality white verify purchase
3001,1,three star couple question black verified purchase
3002,2,echo dot awesome device happy product thank black verify purchase
3003,0,stuff go back amazon could get ground order alexa tip trick completely unintelligible black verify purchase
3004,0,thank goodness read full add thank goodness read full addi almost buy one think connected phone access message call service phoneif need download app make sure everyone know need app similar device worth itmaybe free black verify
3005,0,good amazon servant poor job good amazon servant poor job generic searchesprobably inferior search capability amazongoogle home much well job front black verify
3006,0,configure wifi configure wifi properly sit unused long time use android try configure hope borrow apple well result black verified purchase
3007,2,wonderful gizmo house wonderful gizmo housei regret get soon helpfulnow look forward get amazon echoit tell team play timeit let know commute work also tell horoscopeand many thing ask alexa answer youbottom line satisfy new amazon dot black verify purchase
3008,2,use echo numerous time day turn use echo numerous time day turn light change thermostat lock door play xm radio give weather forecast thing one think black verify purchase
3009,2,alexas feature think enjoy get use alexas feature think enjoy white verify purchase
3010,2,love alexa awesome n fantastic teacher love alexa awesome n fantastic teacher black verify purchase
3011,0,two star find quite usedul white verify
3012,0,one star able get order black verify
3013,0,useless little box product without amazon prime useless also speak spanish spanish support highly request 2 year still nothing black verify purchase
3014,2,great product use numerous great product use numerous echo possibility successfully navigate asteroid field black verify purchase
3015,0,"do not buy give zero star beyond frustrated "" alexa "" turn wants never work husband tell get never say absolutely right white verify purchase"
3016,2,I ’ll never buy another album cd tape I ’ll never buy another album cd tape unless I ’m listen classical music need total clarification black verify purchase
3017,0,ad ad asks rate get tower model black verify purchase
3018,2,five star nice product expect love black verify purchase
3019,2,echo dot she ’s awesome she ’ little quiet still love black verify purchase
3020,0,suck buy echo one bad sound black verify purchase
3021,2,love thing love thing one every room white verify purchase
3022,2,echo dot far everything advertise problem disconnect vizio speaker pain reconnect black verify purchase
3023,0,disappoint would never recommend product anyone buy echo dot july daughter birthday set keep glitche shut contact amazon replacement send however 3 month later 2nd one work respond request within minute two shut try restart unplug nothing work disappoint would never recommend product anyone think amazon would exchange refund product give option except keep exchange get store credit absolutely nothing stick 50 item work white verify purchase
3024,0,buy worth money already alexa think music would play simultaneously speaker do not amazon want money play time rip amazon black verify purchase
3025,2,find dot quite useful myriad different way find dot quite useful myriad different way use mostly entertainment timer purpose thus far intend use much white verify purchase
3026,2,good thing since fire order 3 good assistant everywhere go house use lock door turn light adjust ac turn overhead fan make grocery list play music tell time set alarm water garden read news weather play game go set dish tv change channel look program wonderful thing endless black verified purchase
3027,2,really like echo dot really like echo dotonly thing drawback plug time wish wireless ilove compact size great sound black verify purchase
3028,2,echo dot love echo dot ask kind thing quick delivery thanks black verify purchase
3029,2,love thing love thing decide try amazon prime day sale able connect home automation device control dot love able change temperature light voice command instead use phone also nice tell play sleep music night put timer help fall asleep fast love white verify purchase
3030,1,still work progress cool little gadget do not know much go take time ai develop enough serve virtual assistant black verify purchase
3031,0,return since alexa be not sure thing return since alexa be not sure thing ask cheap tool make buy thing instance ask play music play sample unless subscribe forth pointless use alexa various internet search since probably phone handy work people already subscription want integrate home remote access setup multitask dire need assistance without use laptopsphonesi want add alexa understand indian english accent fabulously well unlike siri can not order darn pizza siri without try ten time atleast black verify purchase
3032,2,love alexa buy one outside patio hook via bluetooth speaker love tell turn depend volume song know go one song low volume next high studio thing initial recording like simon garfunkel come low eagle come much louder helps put speaker waterproof hot tub loud low yell alexa turn downup work like charm another great feature take advantage list feature aka shopping list miss would always forget write something need grocery store tell alexa add list look fridge see need go app phone check put cart app shopping husband grocery shopping disabled access app phone office go store close office home pluswhen shopping still add list pop miss lifesaver oh large alexa house talk either one need add list black verify purchase
3033,2,recommend useful personal assistant black verify purchase
3034,2,four star bad good 1st gen echo dot black verify purchase
3035,2,four star good product wait new feature black verify purchase
3036,0,piece crap constantly drop connection piece crapconstantly drop connection black verify purchase
3037,2,good go excellent product happy purchase white verify purchase
3038,2,smoking yet essentially pay 45 device voice control bluetooth speaker make garage 10 10 google search well since use bingthing make go buh never fan bing control music voice add song amazon music great like pay wall hear music wish would go back use pay 100 year prime get music want pay 100 prime another 120 year amazon unlimite roughly 220 year music 2 day ship lol love amazon thou ramble buy one buy one buy 2 buy one buy one bathroom living room sun room patio shed play house wine cellar get point love amazon stoof black verified purchase
3039,2,usually wright review love wow receive gift sure would use however buy second one side house awesome synced apple calendar ask what s calendar alexia tell ask alexia set reminder day time alexia alert send message cell home still receive noticei connect bose 300 ask alexia turn bluetooth ask play music amazon music come bose like song ask alexia next onelove love love white verify purchase
3040,2,wofe love enough say wife love that s matter white verify purchase
3041,2,easy use problem command bring echo dot granddaughter connect problem easy use problem command grandchild want one think give christmas gift continue recommend device black verify purchase
3042,1,three star good rest world limit function black verify purchase
3043,2,amazing still learn amazed day echo dot black verify purchase
3044,2,know wait buy useful intercom system good sound quality easy set kid use talk friend game call clear work great music yell upstairs dinner ready recommend friend family get one know get everyone christmas black verify purchase
3045,2,great purchase buy 2 day ago love use mainly calendar weather black verify purchase
3046,0,connection terrible matter close place speaker try troubleshoot suggestion amazon give matter bluetooth speaker pair connection terrible matter close place speaker echo dot still get result black verify purchase
3047,0,echo please easy use provide echo pleased easy use provide excellent soundhowever disappoint echo dot sound tinny raising volume make bad return wait long would recommend dot anyone echo good product price howeverthanksjerry richardson black verify purchase
3048,0,one star thing kind useless know use black verify purchase
3049,2,fun time it ’ lot fun love music activity set easy black verify purchase
3050,2,five star amazing black verify purchase
3051,2,five star love echo way connect dish net tv white verify purchase
3052,2,love help full tell good joke love help full tell good joke black verify purchase
3053,2,far good daughter love far good daughter love black verified purchase
3054,2,happy life change echo dot bring we husband get fancy little device birthday present parent first time hear amazon echo dot totally amazed actually talk respond right away that s pretty cool echo dot part daily life help weather forecast read news playing time favorite christmas music tell joke control light even cooperate silly talk happy life change echo dot bring we black verified
3055,0,frequent wifi disconnect nice stay connected wifi seem problem device beginning read forum interesting amazon change warranty 1 year original 90 day gen 2 novel idea work fix connectivity issue instead reduce warranty period send back black verify purchase
3056,1,great often hard time hearing arrive next day great often hard time hearing receive black one although order white onelove game play spotify also use alarm clock day bad idea since get hear super annoying far inch away practically yell respond provide info even comparable ask white verify purchase
3057,1,ok product sister order birthday installation easy get disconnect frequently frustrated reconnect every week black verify purchase
3058,2,echo dot love use alot black verify purchase
3059,2,five star work expect thank white verify purchase
3060,2,five star happy buy itit work great black verify purchase
3061,2,connectivity problem dot always lose internet connection otherwise blast one star fun worth black verified purchase
3062,2,work good work great mostly use listen music work ge wifi light already light schedule turn smart thing app alexa well opposite differentiate black verified purchase
3063,2,five star love echo dot black verify purchase
3064,2,dot great lot fun black verified purchase
3065,2,five star love echo dot black verify purchase
3066,2,sometimes voice recognition good time communicate well enjoy echo dot still learn new thing sometimes voice recognition good time communicate well white verify purchase
3067,1,set suppose something pretty take 3 day get set suppose something pretty simple black verify purchase
3068,2,five star awesomeness black verify purchase
3069,2,amazing amazing white verify purchase
3070,0,disappoint echo dot find reason anyone purchase echo dotwork sporadically provide limited information siri iphone significantly well source information white verify purchase
3071,2,what ’s like use ambient sound sleep what ’s like use ambient sound sleep set alarm control home system order amazon alrxa list go white verify purchase
3072,1,end fun alexa little bit difficult configure end fun alexa important extend support brazil black verify purchase
3073,2,love item love item great way question answer love listen music kid enjoy ask alexa question black verify purchase
3074,2,four star enjoy music alexa bring give day weather enjoy alot black verify purchase
3075,2,five star amazing absolutely love love answer question immediately black verified purchase
3076,0,disappoint charger do not work even new disappointed black verify purchase
3077,2,five star love lil thing responsive look forward order big unit black verify purchase
3078,2,love love bathroom listen music shower put makeup get dress white verify purchase
3079,2,four star return work correctly wait another one arrive excited get hope work second go around black verify purchase
3080,2,buy another one far good second echo dot firstone buy last almost 4 month nothing work thank amazon helpful friendly buy another one far good black verify purchase
3081,2,five star love alexa black verified purchase
3082,2,five star love alexa helpful music sound great black verify purchase
3083,2,really great really great one level house great kitchen really anywhere listen music check weather etc almost like well full size echo white verify purchase
3084,2,echo month really enjoy able choose kind echo month really enjoy able choose kind music like great also love ask question get answer well worth money black verify purchase
3085,2,five star love echo fill long time gap life white verify purchase
3086,0,dead weight cut internet nothing try reconnect tell we can not connect several time day annoying black verify purchase
3087,2,four star still learn use white verify purchase
3088,0,suck everytime try connect wifi kick computer offline black verified purchase
3089,2,like nice echo good quality black verify
3090,2,great conversation starter easy use awesome tech toy useful think kid love might want think selective voice control lol amazon music must echo dot great way impress friend white verify purchase
3091,0,amazon ashamed purchase junkie work wifi one work accord amazon two hour phone would return ithow ever nothing box say work certain company box however return bad ashamed black verify purchase
3092,2,five star great company never talk back black verify purchase
3093,2,five star love easy use 63 year old mother like play black verify purchase
3094,1,work dish joey work dish joey black verify purchase
3095,2,five star good product use 2 alexa group white verify purchase
3096,1,one issue like trouble get govern tv black verify purchase
3097,2,five star smart fun entertaining ai system powerful speaker black verify purchase
3098,1,amazon echo dot really excite product handy product smart home device thing like give news update however set little frustrating even someone savy hard picky whatever reason mine randomly connect network anymore really bother speaker decent size want use music listen hear well small device basically product make white verify purchase
3099,2,excellent amazon product must buy like mini echo room use echos primarily give we update weather traffic flight play music cook help recipe measurement alexa change live main difference big echo speaker need bluetooth speaker use medium player otherwise great white verify purchase
3100,0,big disappointment speaker even turn way 2 day use sound like blow already disappoint unable return due return policy even tho get access item would recommend purchase white verify purchase
3101,2,five star son love amazing funny black verify purchase
3102,2,really like echo dot really like echo dot problem sometimes hard time find bluetooth speaker like use without speaker quiet really like play music even without bluetooth speaker white verify purchase
3103,2,five star love black verify purchase
3104,2,alexa make daily ritual easy handle alexa make daily ritual easy handle vocal command there s certain charm able finding weather fly time raman thank alexa god sake would hurt say you re welcome white verify purchase
3105,2,five star love echo dot great listening music get answer many question black verified purchase
3106,2,what s love dot what s love dot everyone several house different room alexa rock black verify purchase
3107,1,really worth hype yet super impressed receive product promote white power cable receive black power cable overall disappoint presentation product also sure get function properly ask change home thermostat say say please leave feedback order say can not lot thing can not white verify purchase
3108,2,five star excellent black verify purchase
3109,2,link thing can not use link thing can not use without turn echo onbut ill get use otherwise good black verify purchase
3110,2,fun product fun handy weather timer time black verify purchase
3111,2,five star love super convenient black verified purchase
3112,0,disappoint case fit spend 4 hour try get connect internet almost send back connect neighbor big echo would disconnect messing final get work wish could afford big one expensive feel would like much well black verified purchase
3113,2,five star work great buy gift father love black verified purchase
3114,2,great gift idea receive birthday gift absolutely love black verify purchase
3115,2,five star one thing bad say family love black verify purchase
3116,2,four star like echo need learn capability black verify purchase
3117,2,five star awesomeproductservice great delivery time black verify purchase
3118,2,five star alexa quite fun black verify purchase
3119,1,disappointing sound main reason use amazon echo listen audio book especially fall asleep amazon echo 1st generation sound lovely bit tall fall whenever bump ergo decide get dot read review state speaker great figure would listen music want listen book read heed warning thin tinny fingernail chalkboard sound bass soothe sound go sleep sure many amazing thing echo look functionality give 4 5 look anything intend listen basic recite info answer question dot probably disappointment white verify purchase
3120,2,five star son law happy black verify
3121,0,echo work less year work great unfortunately less year stop work amazon replace black verify purchase
3122,2,five star love great addition echo white verify purchase
3123,2,echo rocks nice addition wire home black verify purchase
3124,2,alexa cool take getting use alexa cool white verify purchase
3125,2,five star great assistant classroom black verify purchase
3126,2,still feel good want ask 75 time still feel good black verify purchase
3127,1,three star might one cheap good way get alexa integrate home white verify purchase
3128,2,ready buy additional one easy hand free love amazon music station access calendar add item shopping list retrieve shopping list list store phone also ask sport score people fact watch tv think may add room house black verify purchase
3129,2,five star awesome love black verify purchase
3130,2,well worth surprisingly alexa funny black verify purchase
3131,2,pretty handy little device pretty handy little device althoughwe friend daughter name alexa change name echo black verify purchase
3132,2,four star please echo dot ’s performance ability easily connect amplifier speaker via bluetooth black verify purchase
3133,2,five star love especially home audio black verify purchase
3134,1,three star hope smarten black verify purchase
3135,2,sure love soon figure sure love soon figure use smart phone act need take believe problem black verify purchase
3136,2,five star love white verify purchase
3137,2,love love black verify purchase
3138,2,somewhat useful fun two use control light house keep list play music bluetooth speaker pair one place end house sensitive enough cover housethey work well support need amazon excellent support team readily available kid ball jokeswhy 4 star limited functionality yet device expensive time go device become available change white verify purchase
3139,2,five star love love love echo dot black verify purchase
3140,2,love alexa buy father law one father day think cool buy one alexa awesome play sunday morning country music tell weather answer trivium turn light keep shopping list date even play games tell joke cute little gadget 50 black verified purchase
3141,2,five star everything expect black verified purchase
3142,2,five star kid love love black verify purchase
3143,2,love great voice love great voice recognition black verify purchase
3144,2,five star awesome that s say white verify purchase
3145,1,lot know lot know black verify purchase
3146,2,absolutely love device absolutely love device live alone alexa provide great company never think would want one know live without black verify purchase
3147,2,amazon music echo dot awesome amazon music echo dot awesome play nearly song want tell alexa love cooking supper change song skip etc without touch anything anything echo dot worth amazon music white verify purchase
3148,2,like simplicity alexa put music like simplicity alexa put music create shopping list use timer finding weather day think even use much could already wireless bose speaker hook bluetooth make sound much louder still think get pretty loud though black verified purchase
3149,2,alexa new friend remindertake outside patio music use indoor almost everythhe love little thing gain new friend take outside patio listen music also use indoor set alarm timer tell what s calendar anything want know black verified purchase
3150,0,great little device initial review good try place repeat order fail deliver lose 200 bc set phone amazon 2 hour put hold forever issue never resolve black verified purchase
3151,2,five star enjoy hear alexa well worth low price black verify purchase
3152,2,love 1 living room love 1 living room 1 bedroom also buy 1 gift mother really enjoy honest google home google home tends get dusty lack use alexa seem mature product black verify purchase
3153,2,love say enough much love thing buy second one office third gift mom black verify purchase
3154,0,luckily free dish talk 90 time understand anyone else matter luckily free dish black verify purchase
3155,0,poor quality even year keep work shut randomly whenever play music click restart repeatedly minute unplug ever use play music worth money go glitch break less year keep use phone black verify purchase
3156,2,four star far good black verify purchase
3157,2,five star love black verify purchase
3158,2,five star high recommend white verify purchase
3159,0,fun toy work reliable fun toy work reliable visually impair frequently refuse respond light like hear request shut without respond half hour later may respond command previously ignore sometimes recite calendar schedule time say calendar text message go device alexa app even notification receiving end none find setting get sight impair wife expand social interaction manage security system calendar home automation ability call problem fun toy good home aid black verify purchase
3160,2,five star what s love black verify purchase
3161,2,four star use alarm bedroom work fine white verify purchase
3162,2,perfect gift preteen girl could pleased white verify purchase
3163,2,four star good puck add speaker black verified purchase
3164,2,love clever little gadget capable much love clever little gadget capable much love list make app helpful also love first thing morning local weather forecast hook small speaker get incredible sound play music highly recommend black verify purchase
3165,2,every home need one find new use every home need one find new use every day yesterday want flip coin nobody coin daughter say alexa flip coin reply head white verify purchase
3166,2,five star great listen every morning local radio get update get ready work black verified purchase
3167,2,five star expensive alarm clock black verify purchase
3168,2,good prime day purchase ever alexa rule good prime day purchase ever black verify
3169,2,five star perfect gift elderly parent love listen variety music white verify purchase
3170,1,good music know nothing ask say sorry know good music time weather black verify purchase
3171,2,love echo dot love boss alexa around whether timer add item shopping list black verify purchase
3172,2,five star sooo cool great price black verify purchase
3173,2,welcome reliable resource dot gift sure first use convert cooking measurement nice discover allow listen realtime favorite favorite lifetime favorite radio station opposite coast yippeeeee local npr station believe apartment building make kryptonite nooo radio signal penetrate without go sit carim happy user black verify purchase
3174,2,five star sound surprisingly good small item really enjoy use black verify purchase
3175,2,five star alexa goodbut sure link wirelessspeaker black verify purchase
3176,2,affordable voice assistant prossmall fit everywhere price tag spotifyconsspeaker little recognition voice accurate google home app poor black verified purchase
3177,0,disappointment use product 6 month decide stop respond try resetting move around room still well thinking switch google home black verify purchase
3178,2,impressed product especially fact impress product especially fact infancy stage get new skill weekly imagine potential product future black verify purchase
3179,2,five star work nice black verify purchase
3180,0,couple time realize unnecessary everyday routine use couple time realize unnecessary everyday routine sell garage sale white verify purchase
3181,2,five star love thing black verified purchase
3182,2,like idea echo like idea echo even though use often get email thing echo continue amaze use enjoy quick delivery price awesome white verify purchase
3183,2,five star nice choice small dimension white verify purchase
3184,2,four star echo dot great thing however still respond question ask white verify purchase
3185,2,excellent wonderful black verified purchase
3186,2,alexa rock love alexa much fun entertain white verify purchase
3187,1,happy many thing alexa know black verify purchase
3188,2,buy enjoy much 2 alexa great buy black verify purchase
3189,2,five star buy mom first time use computer love black verified purchase
3190,2,great baby nursey bring granddaughter nursery listen classical music black verify purchase
3191,0,apple music dot figure add apple music dot give 2 star black verify purchase
3192,2,five star gift friend big hit white verify purchase
3193,0,waste money garbage constantly lose connection decide return day 31 stick piece trashupdate still big pos ever buy still maintain connection internet since waste money 2 trash puck one keep connection time do not everyone involve product executedanother update worthless thing keep connection wait bezo die black verified purchase
3194,0,one star stupid devicehas value really do not anything black verified purchase
3195,2,fun use timer fun use timer news weather sport update useful hope yet ongoing learn experience delay full gratification black verify
3196,2,omg amazing skill download alexa helpful timer reminder grocery list much black verified purchase
3197,2,amazing easy use anything start learn thing seem open door many thing amazing easy use anything imagine black verify purchase
3198,0,disappointing find product difficult install could make siriusxm default music battery need plug time work sorry buy black verify purchase
3199,0,save money novelty make nice paper weight still able hook tv much dish thing give nice thunder storm instruction set pathetic black verified purchase
3200,2,five star great object white verify purchase
3201,2,nice perfect nice daughter love echo black verify
3202,0,bad practice amazon call back package would give 0 star black verify
3203,2,five star good compliment echo love product white verify
3204,2,skynet house dubious first welcome new robot overlord however alexa reassure we skynet feel well black verified purchase
3205,0,love echo app terrible love echo app terrible dt would recommend plus battery last 2 hrs black verify purchase
3206,0,know nothing like wife anything ask do not know ask football standing help homework what s tv know nothing like wife disappoint black verify purchase
3207,0,awesome value privacy awesome like amazon listen every word give gift someone want sure work great creepy white verify purchase
3208,2,five star love black verify purchase
3209,0,work could get work give brother love black verified purchase
3210,2,five star love music home look mom tuner black verify purchase
3211,2,four star really enjoy convenience personal verbal computer black verify purchase
3212,2,echo dot smart device say alexa give echo dot smart device say alexa give information want work really well problem right black verify purchase
3213,2,five star great product black verify purchase
3214,2,five star love black verify purchase
3215,2,awesome product awesome product black verify purchase
3216,2,four star skeptical first finding use day black verified purchase
3217,0,save money buy 1st gen 1st gen speaker 1st gen seem loud black verify purchase
3218,2,four star like thing come spanish language black verify purchase
3219,2,love it ’s fun useful gadget really enjoy happy get black verify purchase
3220,2,five star amazing product smart compatible device service black verified purchase
3221,0,work complete waste literally wrong weather report four every five day weather app find make open resave song itune amazon music player still alexa say find almost useful app without buy ton thing special lightbulbs wifi etc white verify purchase
3222,1,three star sound quality okay small space white verify purchase
3223,2,hiw great watch need purchase 3 dot exceptionally please task accomplish minute ago wanted take pulse alexa set one minute alarm hiw great watch need superb black verify purchase
3224,1,three star really powerful enough expect black verify purchase
3225,2,four star great device would enjoy capability white verify purchase
3226,2,five star love product make great gift thank white verify purchase
3227,0,one star fan still try find way use black verify purchase
3228,2,fun use thing fun use helpful black verified purchase
3229,2,five star far good buy speaker black verified purchase
3230,2,five star love black verify purchase
3231,2,five star luv alexa black verify purchase
3232,0,stop work amazon tech support respond buy another one receive echo dot christmas december 2016 september 2017 9 12 month long respond voice commander button press try fix suggest amazon help page change call customer support spend half hour phone tell end break buy another one offer partial discount would still leave we pay replace admit faulty productwe enjoy suspect fail within first 10 month give 1 star fail amazon solution pay money get another one white verify purchase
3233,2,virtual assistant good way possible absolutely love amazon echo dot buy prime day great deal regret decision one bit alexa name virtual assistant great help set reminder alarm create list give news general knowledge entertain play gamessolve puzzle play music station connect via amazon act good wireless speaker connect additional devicesi encounter trouble first dot able detect voice locate next ac wind disrupt voice good change locationsette super easy little tiresome read 25 command start voice recognition snag point mess understanding accent time word always give result ask that s oftenoverall great purchase super happy black verified purchase
3234,2,five star awesome black verify purchase
3235,0,good work contantly disconnect wifi good work contantly disconnect wifi set annoying google assistant phone work well white verify purchase
3236,2,love echo dot alexa love echo dot alexa hooked nose radio top refrigerator simple use f black verify purchase
3237,0,want refund doe connect matter look helped also call horrible service device black verify purchase
3238,2,five star everyone family like mainly request specific song play news summary black verify purchase
3239,2,keep buy thing echo thing fun useful every day next buy probably replacement original echo suppose well speaker stereo output jack dot put guest room black verify purchase
3240,0,nice gadget last enjoy use echo dot unfortunately last nine month quit work call amazon tell warranty 90 day offer discount new one like would want spend money something last less year amazon stand behind product customer service basically tell pound sand issue item buy apple instead offer year warranty black verify purchase
3241,2,four star christmas gift open yet white verify purchase
3242,2,think great work well wait time think great work well wait time see else black verify purchase
3243,2,five star love black verify purchase
3244,0,one star low speaker quality respond well request black verify purchase
3245,2,five star satisfied quality fit anywhere black verify purchase
3246,2,love em love thing keep get office bedroom garage white verify purchase
3247,2,four star ok quiet people raise voice talk black verify purchase
3248,2,"interesting gadget around really enjoy versatile eco dot everything read answer ask question enjoy fact tell "" her "" remind time something may cook kitchen I ’m read watch movie black verified purchase"
3249,2,country amazon gift one love music black verify purchase
3250,2,five star receive dot gift totally enjoy music weather sport etc alexa rock black verify purchase
3251,2,great dot sit nightstand truly awesome however problem recognize voice lay speak nightstand bed height across room often time yell loud enough actual echo another room activate black verify purchase
3252,2,winner favorite new gadget get update frequently get recipe joke fact weather reminder notification news play game etc black verify purchase
3253,1,sound quality weak sound quality match echo still work well black verified purchase
3254,2,great great wonderful tool white verify purchase
3255,0,bing search seriously really bing 2nd generation question alexa seem able answer relate weather seem get answer wrong time alexa revert stock response sorry sure there s personal favorite hmmm know one here another important question alexa definitely able answer amazon otherwise stellar reputation needlessly tarnish release digital paperweight like echo want put echo well high use unplug use hockey puck resemble black verified purchase
3256,0,last 5 month gift one 5 month ago work well pretty cool time two day ago start crash automatically reboot whenever give command change volume start today crash anytime give command call technical support tell warranty 3 month would buy another second amazon device issue think time switch new company white verify purchase
3257,2,five star love echo dot black verify purchase
3258,2,four star good white verify purchase
3259,2,perfect thing handicap son perfect thing handicap son contact via echo use hand white verify purchase
3260,1,quite look be not loud cellphone bit less loud convenience give commandsmy phone also aesthetically appeal though black verify
3261,1,poor sound quality it ’ good echo speaker real poor hear room it ’ black verified purchase
3262,2,five star sometimes play music still happy black verified purchase
3263,1,three star poor instruction set use black verify purchase
3264,1,three star much know black verified purchase
3265,2,echo worth money get smart plug addon work dot echo worth money get smart plug addon work black verified purchase
3266,2,four star love echo dot playing music alexa seem able hear command black verify purchase
3267,2,fun work exactly state black verify purchase
3268,2,five star assistant ever need white verify
3269,2,buy daughter listen buy daughter listen music without buy song think might get one black verify purchase
3270,2,love second love black verify purchase
3271,2,alexa availability throughout house great alexa extension around house speaker quite great echo certainly quite adequate price much less convenient able set alarm listen book ask question play game control home tool anywhere house buy grandkid room home toothey love play game set alarm plus since young phone use message leave us information experience sport game point information alarm timer specific device set white verify purchase
3272,2,like turn light without move know expect still learn itmy son tell do n’t need enjoy like turn light without move black verified purchase
3273,1,three star still learn black verify purchase
3274,2,must buy good item price lot trick constantly learn totally worth price connect speaker bluetooth p2 cable become even useful music play task black verified purchase
3275,2,five star handy timer reminder black verified purchase
3276,2,five star fun easy use black verify purchase
3277,0,two star alexa loss internet contact time what s black verified purchase
3278,2,five star know without black verify purchase
3279,2,echo amazing absolutely love echo read talk answer question dj top plus alot voice black verify purchase
3280,2,amazed extremely happy amazing connect ue boom speaker great go buy one every room house large one main area house black verify purchase
3281,2,work great upstairs bonus room work great upstairs bonus room garage sound fine need hook additional speaker love black verify purchase
3282,2,five star like dot playing around work far black verified purchase
3283,2,five star love dot upstairs husband man cave black verify purchase
3284,2,five star thank black verify purchase
3285,0,enough sound send back white verify purchase
3286,2,would recommend friend love get one white verify purchase
3287,2,four star 2 black verified purchase
3288,2,five star love black verify purchase
3289,1,amazing sound job say amazing sound job black verify
3290,2,one thing go one thing go would need wonder ever think help anything ask probably buy future black verify purchase
3291,2,love love exho dot wish would wait new one get one eventually it ’ really great product black verify purchase
3292,2,welcome alexa great alexa part home add control feature gradually along listen music infinite source internet black verify purchase
3293,2,good purchase yet love dot always tell answer like friend end speaker smart take little getting use someone take thru little dot black verify purchase
3294,2,five star enjoy alexa able answer question black verify purchase
3295,2,like take year day okay problem connect damn thing like take year day ready return call night love hard feeling black verified purchase
3296,2,get bf work wonderfully love fall asleep soft music get bf work wonderfully love fall asleep soft music able tell alexa play sleep playlist set alarm without get awesome delightful little thing black verify purchase
3297,2,house alexafied course love one evry room black verify purchase
3298,2,five star cool one welcome ai overlord black verify purchase
3299,2,five star love continue amaze every day black verify purchase
3300,2,five star love really fun like music black verify purchase
3301,2,get another love white verify purchase
3302,1,three star need black verified purchase
3303,2,five star great gift white verify purchase
3304,2,five star ez setup use kid room white verify purchase
3305,2,confuse satisfied really enjoy amazon dot confuse work first teach dot want know app something still confuse slowly figure overall good volume range small overall pretty sweet product good price white verify purchase
3306,2,five star actually gift mom absolutely love white verify purchase
3307,2,five star love kid live tell joke black verify purchase
3308,2,five star love fun use black verify purchase
3309,2,five star really enjoy black verify purchase
3310,2,four star satisfy thing dot could answer black verified purchase
3311,2,want well quality bluetooth speaker music get dot speaker tinny sound anything alexa voice pair exist quality bluetooth speaker own plan along satisfied exist external bluetooth speaker go full sized echo instead listen speaker several time pretty good white verify purchase
3312,2,fun toy primarely use pick internet radio fun toyprimarely use pick internet radio stationswith bluetooth speakerit quite enjoyable white verify purchase
3313,2,good purchase lot fun use easy setup sound quality good begin explore possibility black verify purchase
3314,1,three star sound quality greatest compare echo echo great black verify purchase
3315,2,good deal buy son birthday loves want one alexa black verify purchase
3316,2,five star work well echo black verify purchase
3317,2,four star cute friendly lol black verify purchase
3318,1,useful yet useful yet see potential smart home control future sort like clap light convenient worth price compatible itune library favorite music source smart google home mini black verify purchase
3319,1,lot everyday task easily 2 star remove neat little gadget lot everyday task easily 2 star remove decent ownersuser manual explain setup option necessary function fumble page nonhelpful website lousy customer service useful household electronic device black verify purchase
3320,1,difficult figure use include message difficult figure use include message receive lot know answer question request black verify purchase
3321,2,good morning alexa love smart phone yet still enjoy capable black verify purchase
3322,2,dot really cool problem dot really cool problem connect public wifi especially show kid school work black verified purchase
3323,2,interesting gadget interesting gadget black verify purchase
3324,0,music everywhere work echo three dot music everywhere work sometimes play two three song quit loose faith amazon black verify purchase
3325,2,enjoy echo dot great one bedroom one office work black verified purchase
3326,2,love love product kid easy use setup around house get 4 kid unfortunately someone take can not afford replace spare know 4 kid would really appreciate keep make good product black verify
3327,2,five star love black verify purchase
3328,2,five star versatile black verified purchase
3329,2,five star amazing use everything black verified purchase
3330,2,alexa new good friend alexa new good friend assistant black verify purchase
3331,2,everything advertise black verify purchase
3332,2,echo dot small profile big performance function perform expect pleased product black verify purchase
3333,2,five star fine know alot black verify purchase
3334,0,one dumb product ever purchase shall probably never understand people see device able discover single function cell phone handle reliably accurately bad commercial echo dot come tv device perk start respond immediately there s creepiness knowing sometimes forget there s device sit house listen every soundmaybe future version useful one turn little paperweight household fortunately cost much black verified
